Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
-0.28632933042941405,1.243541212333992,-0.0681810709949697,-1.1262501421200937,0.6800101311712775,-0.43094062680415224,-0.7897976446217234,0.2015561324504943,0.7568174832530685,0.9798794688446605,0.19907874334990905,-0.7780997298345759,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1.5219473950027702,-0.9804670420812087,1.6518686270706497,0.1535027602820348,-1.3650050647702,-0.43094062680415224,-0.17601920878119737,0.3812472949768709,0.5289925067354342,-0.2531308053208894,-0.6411672825201746,-0.6640484553511097,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False
-0.28632933042941405,-0.2391309572761418,-0.9282059200277794,1.4332556626841633,0.6800101311712775,-0.43094062680415224,0.28280135765580333,1.0746105765577063,-0.6566272690196007,-0.254557900545618,-0.1851543639575161,-0.6971601156850192,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0.8557401803698603,-0.9804670420812087,0.05467962172400312,0.1535027602820348,-0.34249746679946125,-0.43094062680415224,1.6483675817743701,-0.7444619134271719,0.5103945494686886,-0.5102933648169913,-1.5616378033225782,1.6537677680225549,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
-0.4766742488959598,0.5022051275289251,-1.5425093836226433,0.793379211483099,-0.34249746679946125,1.3877655075780528,-1.3987336470433893,-0.7023040042666787,-0.09403906170054492,-0.010524617117019597,0.17374469231865022,-0.9546952516154265,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
-1.4283988412286883,-1.7218031268862757,-1.4196486909036705,-1.1262501421200937,0.6800101311712775,-1.3402936939952548,1.061222529737575,2.5429769290929083,0.30116753021779985,2.880199470093325,0.009073360615467804,-0.7376299227597976,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
-0.28632933042941405,1.243541212333992,-0.3139024564329153,0.1535027602820348,0.6800101311712775,1.3877655075780528,0.11452679635041259,-0.7672499724328439,0.6312812717025353,0.032002820579894044,0.43552988630832484,1.2711441374973786,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
-0.8573640858290512,1.243541212333992,0.05467962172400312,0.793379211483099,0.6800101311712775,-1.3402936939952548,1.6483675817743701,-0.7924422761959949,0.4638996563018244,-0.8796256089767648,0.9042098303866127,2.040070471918166,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
-1.1428814635288698,1.243541212333992,-0.8053452273088065,1.4332556626841633,-0.34249746679946125,-0.43094062680415224,-0.5839942243201663,2.2863499343271987,-0.15913191213415473,-0.5140038124012858,-0.7551705121608394,-0.8737556374658699,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.2847054249702231,1.243541212333992,0.05467962172400312,0.793379211483099,-1.3650050647702,0.47841244038695024,0.4365486187046136,-0.8059269533140302,0.5429409746854934,-0.08644608307258354,0.17374469231865022,1.8855493903599216,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
